effectsizeID;studyID;y;v;Author;Intervention_Type;Year;RoB;y0;Comment_y0;Direction_category;Diretion_describe;Instrument;Instrument_cat;Instrument_dik;Instrument_dik_string;Mean_age;Lowest_age;Highest_age;Ungdom13;No_sessions;Gender;Design;Intervent;CntrlVSIntv;AcceptMindfulness;InterventRandomizedN;InterventPreN;InterventPostN;InterventFlwUpN;Control;ControlRandomizedN;ControlPreN;ControlPostN;ControlFlwUpN;ITT;Domain;Informant;InformantOther;InterventPreM;InterventPreSD;ControlPreM;ControlPreSD;InterventPostM;InterventPostSD;ControlPostM;ControlPostSD;InterventFlwUpM;InterventFlwUpSD;ControlFlwUpM;ControlFlwUpSD;InterventEndringSD;ControlEndringSD;FlwUpTime;EStype;EStypeOther;Effect_endring_;Effect_endring_innad_Intervensjon;Effect_endring_innad_Control;Effect_post_adj_baseline;Effect_post_crude;stat_sig_05;ESlowCI;EShighCI;PTSD;DiagSpec;TreatEl;Accept;AffWorkMemTrain;AltActEmAvoid;AskNeed;AwareEmPhy;BehavActiv;duplicate;ChallNegAssump;CoachSkillVal;CognDis;CognFlex;CommSkillTrain;ComplMood;Dilemma;CopeStressBehav;Depress;SoluNotHurt;DiscDilemm;DiscSelfC;DiscChall;DistAlarm;Distract;Downreg;EmDysreg;EmMan;EncourTeachEm;EnhancEmRecogn;EstabCop;EstabRout;EvalConc;ExplorTemp;ExplorThought;ExposEm;FocusEat;FocusSleep;FocusMind;FollowRules;FuncAdapt;FysRelax;Restruct;IdentFeel;InterrAlarm;AvoidSelfHarm;BehavMod;PersFin;AssessGoal;AssistReg;DevelAct;Lifestyle;BalanceSchoolRecr;KeepFriend;MentHealthSkill;Mindful;MindfExerc;NormExp;OrgSkill;SkillTrain;PhysExerc;PractAwar;ProblSolvU;PsychEd;RecognOthFeel;RecognTrigg;RestructRat;SayNo;SelfEstW;SelfExplorMon;SelfMon;SelfShooth;SetGoal;SlowBreath;SocSkillTrain;SocSuppPR;StratManStrong;Stress;StressInoc;TakDist;TeachAlarmAdapt;TeachRecognTrigg;TeachCognFlex;TeachFamSupp;TrainThought;TrainBehavReg;TrainCognSkill;TrainEmRecogn;TrainPrevMal;UndDevTemp;Unspec;UpregPos;ValTrain;OLifestyle;OMindful;OOrgSkills;OParSkillsTr;OParSuppGr;OProblSolvSk;OPsyched;OSelfExMon;OSocSkillsTr;OStressMan;OTrBehavReg;OTrCognFlex;OTrEmRecDiff;OTrPrevMal;OTrALRM;studieTrim;Other_measure;Measure_short_post;Measure_mid_post;Indicated;sub_anxiety_depr;Behavior_problems;Identified;OCD;elementPTSD;Suicidal;Bipolar;BorderlinePD;Ext_problems;ODD;ADHD;Anxiety;Depression;D_clinicians;D_psychologists;D_PhD;D_para;D_professional;D_doc_student;D_computer;D_audio;Psychoeducation;Individual_therapy;Family_therapy;Family_skills;Telephone_coaching;Group_interaction;Instruction_1on1;Multifamily;Child_parent;Work_shop;Role_play_child;Invivo_coaching;Unstructured_pay;Homework;Homework_reviewed;Parental_obs;Peer_feedback_child;Observing_peers;Reward_based;Important_others;Watch_video;I_normal;I_intensive;Sessions_1;Sessions_2;Sessions_3;Sessions_4;Duration_individual;Duration_short;Duration_long;Home;Hospital;School;Service_agency;Residential_facilities;Info_material;Edu_material;Org_material;Diary;Web_based_app;Media_clipps;Computer_prog;Arts_activity;Videobased;Vignette_discussion;Bug_in_ear;Presentation;Feeling_board;Feeling_dictionary;Element_repeat;Feedback_performance;Peer_qritique;Self_monitoring;Ext_monitoring;Regulary_support;Practitioner_influence;Culturally_sensitive;Multicomponent;Flexible;Individualized;Imp_Reminders;Imp_Acess_web;Imp_aduit_feedback;Imp_fidelity_ext;Imp_fidelity_local;Imp_strucutred_manual;Emoreg_effectsize;Intern_effectsize;Ext_effectsize;Time_first_PM_months;Time_last_FU_months;ControlGroup;Emoreg_sig;Intern_sig;Ext_sig
46;17;-0,6;0,19;Jacobs;6;2016;1;0,6;from paper;2;Higher scores indicate higher levels of rumination;RRS Ruminative Responses Scale;6;2;no;15,5;12;18;2;1;Both boys and girls;1;RFCBT;1;1; ;17;11; ;Assessment only; ;16;11; ;1;1;2; ;52,88;12,62;50,96;12,77; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ;-2,76;1;-4,72;-0,8;no;no;no;no;no;no;no;no;yes; ;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;yes;no;no;no;yes;no;no;no;yes;11;Present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;.;.;.;0;24;Waitinglist Control;Significant;Significant;.
47;18;0,233060929;0,066036622;Kaczkurkin;9;2016;2;0,233060929; ;1;Higher scores mean stronger expectancies for regulating negative moods;NMR The Negative Mood Regulation Scale;12;1;yes;15,3;13;18;2;1;Girls only;1;PE-A;1;0;31;31;31;31;Active control (CCT);30;30;30;30;3;1;2; ;93,36;11,94;93,44;18,18;103,22;16,06;99,41;16,64;103,5;16,17;101,01;17,75; ; ;12; ; ; ; ; ; ; ; ; ; ;yes;no;yes;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;12;Present;Not present;Present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;.;.;.;0;12;Active Control;Not Significant;.;Significant
48;18;0,300188017;0,066330028;Kaczkurkin;9;2016;2;-0,300188017; ;2;Higher scores = angry feelings more frequently;STAXI state anger;20;2;no;15,3;13;18;2;1;Girls only;1;PE-A;1;0;31;31;31;31;Active control (CCT);30;30;30;30;3;1;2; ;25,35;11,88;28,1;12,8;17,79;5,94;19,83;7,58;17,43;5,56;21,62;8,65; ; ;12; ; ; ; ; ; ;0,28;1; ; ;yes;no;yes;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;12;Present;Not present;Present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;.;.;.;0;12;Active Control;Not Significant;.;Significant
49;18;0,426302634;0,06708102;Kaczkurkin;9;2016;2;-0,426302634; ;2;Higher scores = angry feelings more frequently;STAXI trait anger;20;2;no;15,3;13;18;2;1;Girls only;1;PE-A;1;0;31;31;31;31;Active control (CCT);30;30;30;30;3;1;2; ;22,45;7,59;25,29;5,01;18,28;5,77;21,04;7,13;18,25;6,83;22,5;7,22; ; ;12; ; ; ; ; ; ; ; ; ; ;yes;no;yes;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;12;Present;Not present;Present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;.;.;.;0;12;Active Control;Not Significant;.;Significant
50;18;0,175332764;0,065843378;Kaczkurkin;9;2016;2;-0,175332764; ;2;Higher scores = intense angry feelings more frequently;STAXI anger expression;20;2;no;15,3;13;18;2;1;Girls only;1;PE-A;1;0;31;31;31;31;Active control (CCT);30;30;30;30;3;1;2; ;47;11,7;46,97;11,48;42,45;11,23;44,3;9,8;38,93;14,83;44,92;15,7; ; ;12; ; ; ; ; ; ; ; ; ; ;yes;no;yes;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;yes;no;no;no;no;no;12;Present;Not present;Present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;.;.;.;0;12;Active Control;Not Significant;.;Significant
56;20;-0,4809878;0,205783732;Lackner;11;2016;2;0,4809878; ;2;Tysk versjon av adjective mood scale (AMS)? Måler humørendringer/endringer i trivsel;Bf-S Self-Rating Mood Scale;19;2;no; ;12;18;2;2;Girls only;1;NF (Neurofeedback)Therapy;1;0;10;10;10; ;Treatment as usual;12;12;10; ;3;1;2; ;29,2;16,33;23,7;9,31;27,2;10,95;22,9;6,32; ; ; ; ; ; ; ;4; ; ; ; ;1,82; ;2; ; ;no;no;no;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;14;Present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;.;.;.;0;0;Active Control;its complicated - more than one measure of emoreg;its complicated - more than one measure of emoreg;.
57;20;0,637245566;0,210152048;Lackner;11;2016;2;0,637245566; ;1;Høyere score = bedre emosjonell kompetanse;EKF Emotional Competence Questionnaire - Recognition and understanding own emotions;8;1;yes; ;12;18;2;2;Girls only;1;NF (Neurofeedback)Therapy;1;0;10;10;10; ;Treatment as usual;12;12;10; ;3;1;2; ;44,6;11,52;41,7;8,81;48,4;12;41,7;8,78; ; ; ; ; ; ; ;4; ; ; ; ;4,82; ;1; ; ;no;no;no;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;14;Present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;.;.;.;0;0;Active Control;its complicated - more than one measure of emoreg;its complicated - more than one measure of emoreg;.
58;20;0,333924388;0,202787637;Lackner;11;2016;2;0,333924388; ;1;Høyere score = bedre emosjonell kompetanse;EKF Emotional Competence Questionnaire - Recognition and understanding others emotions;8;1;yes; ;12;18;2;2;Girls only;1;NF (Neurofeedback)Therapy;1;0;10;10;10; ;Treatment as usual;12;12;10; ;3;1;2; ;70,2;12,82;63,3;10,57;65,8;14,77;61,7;9,13; ; ; ; ; ; ; ;4; ; ; ; ;3,27; ;2; ; ;no;no;no;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;14;Present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;.;.;.;0;0;Active Control;its complicated - more than one measure of emoreg;its complicated - more than one measure of emoreg;.
59;20;0,427934531;0,204578199;Lackner;11;2016;2;0,427934531; ;1;Høyere score = bedre emosjonell kompetanse;EKF Emotional Competence Questionnaire - Regulating and controlling own emotions;8;1;yes; ;12;18;2;2;Girls only;1;NF (Neurofeedback)Therapy;1;0;10;10;10; ;Treatment as usual;12;12;10; ;3;1;2; ;44;7,89;37,2;9,07;43,6;11,06;39,6;7,24; ; ; ; ; ; ; ;4; ; ; ; ;5,76; ;1; ; ;no;no;no;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;14;Present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;.;.;.;0;0;Active Control;its complicated - more than one measure of emoreg;its complicated - more than one measure of emoreg;.
60;20;0,154175611;0,200594253;Lackner;11;2016;2;0,154175611; ;1;Høyere score = bedre emosjonell kompetanse;EKF Emotional Competence Questionnaire - Emotional expressivity;8;1;yes; ;12;18;2;2;Girls only;1;NF (Neurofeedback)Therapy;1;0;10;10;10; ;Treatment as usual;12;12;10; ;3;1;2; ;48,7;16,01;46,9;13,21;50,8;15,59;48,8;9,67; ; ; ; ; ; ; ;4; ; ; ; ;0,055; ;2; ; ;no;no;no;no;no;no;no;no;no; ;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;14;Present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;.;.;.;0;0;Active Control;its complicated - more than one measure of emoreg;its complicated - more than one measure of emoreg;.
61;21;0,380316641;0,399431722;Lee;3;2020;2;-0,380316641; ;2;Higher total scores mean less flexibility;AAQ-II Acceptance and Action Questionnaire-II;3;1;yes;21;12;45;2;1;Both boys and girls;1;ACT acceptance and commitment therapy;1;1; ;8;7; ;Waitlist; ;6;4; ;3;1;2; ;21,5;10,47;25,67;10,44;19,07;8,63;22,5;9,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;no;yes;yes;yes;no;no;no;yes;no; ;yes;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;no;no;no;yes;yes;yes;no;34;Present;Present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Present;Present;.;.;.;0;0;Waitinglist Control;Not Significant;Not measured;Not measured
62;22;0,794413932;0,060110148;Lindqvist;8;2020;1;-0,794413932; ;2;Higher scores reflect greater impairment or dysregulation;DERS: Difficulties in Emotion Regulation Scale;17;2;no;16,6;15;18;2;1;Both boys and girls;1;IPDT affect-focused internet-based psychodynamic therapy;1;1;38;34;34; ;supportive control;38;38;38; ;1;1;2; ;55,44;12,12;56,42;10,64;41,53;14,47;53;14,41; ; ; ; ; ; ; ;2; ; ; ; ;0,97; ;1;0,48;1,46;no;no;no;no;no;yes;no;no;no; ;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;yes;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;ye;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;no;no;yes;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;yes;yes;yes;no;no;yes;no;yes;yes;no;35;Present;Present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Present;Not present;Not present;Present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;.;.;.;0;6;Waitinglist Control;Significant;Significant;Not measured
63;22;0,529730661;0,057676266;Lindqvist;8;2020;1;0,529730661; ;1;Høyere score = mer self-compassion;SCS-SF: Self-Compassion Scale short-form;21;1;yes;16,6;15;18;2;1;Both boys and girls;1;IPDT affect-focused internet-based psychodynamic therapy;1;1;38;34;34; ;supportive control;38;38;38; ;1;1;2; ;25,91;5,68;26,87;5,65;31,06;7,31;27,08;7,69; ; ; ; ; ; ; ;2; ; ; ; ;0,65; ;1;0,18;1,12;no;no;no;no;no;yes;no;no;no; ;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;yes;no;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;ye;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;no;no;no;yes;no;no;no;no;no;no;no;yes;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;yes;yes;yes;no;no;yes;no;yes;yes;no;35;Present;Present;Present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Present;Present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Present;Not present;Not present;Present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;.;.;.;0;6;Waitinglist Control;Significant;Significant;Not measured
67;24;1,509220123;0,184263768;McIndoo;7;2016;1;-1,509220123; ;2;Higher scores indicate higher levels of rumination;RRS Ruminative Response Scale;6;2;no;19,2; ; ;2;1;Both boys and girls;1;BA Behavioral activation;1;0;16;16;15;14;WLC Wait-list control condition;14;14;13;12;1;1;2; ;51,43;8,41;57,5;12,28;42,5;10,73;57,17;8,39;39,43;16,52;57,08;10,53; ; ;1;2; ; ; ; ; ;0,93;1; ; ;no;no;yes;no;no;no;no;no;yes; ;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;ye;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;yes;no;no;no;yes;no;no;no;yes;no;no;no;no;42;Present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Present;Not present;Not present;Not present;Not present;Not present;Present;Not present;Present;.;.;.;0;1;Waitinglist Control;.;its complicated - more than one measure of emoreg;Not measured
